date,symbol,ib_close,refinitiv_close
2025-06-06,RUNN,33.4,33.4
2025-06-06,RVRB,31.32,31.3272
2025-06-06,RVT,15.05,15.05
2025-06-06,RWJ,42.1,42.1
2025-06-06,RWK,113.72,113.72
2025-06-06,VXF,188.61,188.61
2025-06-06,VXUS,68.01,68.01
2025-06-06,VYM,130.44,130.44
2025-06-06,VYMI,80.0,80.0
2025-06-06,WBIF,28.24,28.2406
2025-06-06,WBIL,31.55,31.5562
2025-06-06,WBIY,29.52,29.5148
2025-06-06,WCEO,28.71,28.7115
2025-06-06,WINN,27.96,27.96
2025-06-06,WOMN,39.3,39.2981
2025-06-06,WTV,84.74,84.74
2025-06-06,XAR,198.33,198.33
2025-06-06,XHB,95.13,95.13
2025-06-06,XLG,50.14,50.14
2025-06-06,XLSR,53.34,53.345
2025-06-06,XMHQ,98.33,98.33
2025-06-06,XMLV,61.79,61.79
2025-06-06,XMMO,127.08,127.08
2025-06-06,XMVM,54.62,54.6134
2025-06-06,XNTK,222.88,222.88
2025-06-06,XOCT,35.18,35.1803
2025-06-06,XOVR,18.33,18.33
2025-06-06,XRLV,55.23,55.2268
2025-06-06,XSHQ,40.5,40.5
2025-06-06,XSMO,66.77,66.77
2025-06-06,XSOE,33.45,33.45
2025-06-06,XSVM,50.47,50.47
2025-06-06,XT,63.08,63.08
2025-06-06,XTN,78.07,78.07
2025-06-06,XVOL,21.65,21.6517
2025-06-06,USMV,93.75,93.75
2025-06-06,USNZ,37.91,37.9127
2025-06-06,USPX,52.68,52.6818
2025-06-06,USRD,30.73,30.7278
2025-06-06,USSE,31.58,31.58
2025-06-06,USSG,55.21,55.2099
2025-06-06,USXF,52.0,52.0
2025-06-06,UTEN,42.82,42.82
2025-06-06,UTHY,40.55,40.5547
2025-06-06,UTWY,42.51,42.51
2025-06-06,VALQ,61.44,61.4423
2025-06-06,VB,232.89,232.89
2025-06-06,VBK,271.61,271.61
2025-06-06,VBR,191.73,191.73
2025-06-06,VCR,353.47,353.47
2025-06-06,VEA,56.28,56.28
2025-06-06,VEGN,54.15,54.1456
2025-06-06,VEU,66.28,66.28
2025-06-06,VFH,124.19,124.19
2025-06-06,VFLO,34.69,34.69
2025-06-06,VFMF,132.14,132.14
2025-06-06,VFMO,168.29,168.29
2025-06-06,VFMV,127.73,127.7324
2025-06-06,VFQY,141.24,141.2401
2025-06-06,VFVA,116.01,116.01
2025-06-06,VGK,77.65,77.65
2025-06-06,VIDI,29.09,29.085
2025-06-06,VIG,200.45,200.45
2025-06-06,VIGI,90.43,90.43
2025-06-06,VIOG,112.76,112.76
2025-06-06,XVV,46.16,46.16
2025-06-06,YALL,40.45,40.4501
2025-06-06,ZECP,31.04,31.04
2025-06-06,ZIG,34.36,34.3618
2025-06-06,ZROZ,64.26,64.26
2025-06-06,GAL,46.36,46.36
2025-06-06,GAM,54.84,54.84
2025-06-06,GARP,58.13,58.13
2025-06-06,GCOW,37.64,37.64
2025-06-06,GDV,25.11,25.11
2025-06-06,GEM,35.9,35.895
2025-06-06,GGM,26.18,26.1787
2025-06-06,GGRW,32.33,32.3308
2025-06-06,GGUS,55.66,55.6554
2025-06-06,GK,22.5,22.5065
2025-06-06,GMF,123.16,123.16
2025-06-06,GNR,53.26,53.26
2025-06-06,GOCT,35.82,35.8179
2025-06-06,GOVI,26.86,26.855
2025-06-06,GQI,52.59,52.5941
2025-06-06,GRF,9.73,9.73
2025-06-06,GRID,132.63,132.63
2025-06-06,GRPM,106.42,106.42
2025-06-06,GSC,49.94,49.9403
2025-06-06,GSEW,80.12,80.12
2025-06-06,GSIE,39.57,39.57
2025-06-06,GSLC,118.09,118.09
2025-06-06,GSPY,32.75,32.75
2025-06-06,GSSC,67.43,67.43
2025-06-06,GSUS,82.91,82.91
2025-06-06,GUNR,39.61,39.61
2025-06-06,GURU,52.86,52.8593
2025-06-06,GUSA,51.98,51.9865
2025-06-06,GVIP,133.31,133.3094
